stateCode,districtName,policeStationName,contactNumber,email
AP,Prakasam,Kondepi Police Station,"08598 225033, 9440627133",
AP,Prakasam,Kothapatnam Police Station,"08592 245333, 9440627123",
AP,Prakasam,Korisipadu Police Station,9440627843,
AP,Prakasam,Kurichedu police Station,"08408 276533, 9440627842",
AP,Prakasam,L Samudram Police Station,"08599 259353, 9440627832",
AP,Prakasam,Maddipadu Police Station,"08592 244633, 9440627127",
AP,Prakasam,Markapur Rural Police Station,"08596 222333, 9440627106",
AP,Prakasam,Markapur Town Police Station,"08596 222033, 9440627105",
AP,Prakasam,Medatametla Police Station,"08593 252233, 9440627158",
AP,Prakasam,Mundlamur Police Station,"08407 257033, 9440627177",
AP,Prakasam,Nagulappalapadu Police Station,"08592 250433, 9440627128",
AP,Prakasam,Ongol I Town Police Station,"08592 232333, 9440627120",
AP,Prakasam,Ongol Ii Town Police Station,"08592 232674, 9440627121",
AP,Prakasam,Ongol Taluk Police Station,"08592 232407, 9440627122",
AP,Prakasam,P C Palli Police Station,"08490 241260, 9440627830",
AP,Prakasam,P Chetuvu Police Station,08403 252233,
AP,Prakasam,Martur Police Station,"08404 271233, 9440627145",
AP,Prakasam,Pamur Police Station,"08490 246233, 9440627179",
AP,Prakasam,Parchur Police Station,"08594 243233, 9440627144",
AP,Prakasam,Podili Police Station,"08499 242333, 9440627113",
AP,Guntur,Woman S I Police Station,0863 2250633,
AP,Guntur,Yedlapadu Police Station,08647 276633,
AP,Prakasam,Ardaveedu Police Station,"08596 235233, 9440627108",
AP,Prakasam,Ballikuruva Police Station,"08404 274233, 9440627159",
AP,Prakasam,B V Peta Police Station,"08596 235233, 9440627108",
AP,Prakasam,Addanki Police Station,"08593 223333, 9440627157",
AP,Prakasam,C C S Police Station,"08404 274233, 9440627159",
AP,Prakasam,Chinaganjam Police Station,"08594 241233, 9440627111",
AP,Prakasam,Chimakurthy Police Station,"08490 249233, 9440627831",
AP,Prakasam,Chandrashekarapuram Police Station,"08490 249233, 9440627831",
AP,Prakasam,Chrala Ii Town Police Station,"08594 232333, 9440627139",
AP,Prakasam,Chirala Rural Police Station,"08594 232532, 9440627141",
AP,Prakasam,Cumbum Police Station,08406 232433,
AP,Prakasam,Darsi Police Station,"08407 253233, 9440627155",
AP,Prakasam,Donakonda Police Station,"08408 272033, 9440627116",
AP,Prakasam,Dornala Police Station,08596 227233,
AP,Prakasam,Giddalur Police Station,08405 242033,
AP,Prakasam,Gudlur Police Station,"08599 252233, 9440627835",
AP,Prakasam,H Mpadu Police Station,"08402 273633, 9440627154",
AP,Prakasam,Inkollu Police Station,"08594 244233, 9440627174",
AP,Prakasam,J Panguluru Police Station,"08593 257066, 9440627146",
AP,Prakasam,Jarugumalli Police Station,"08592 242190, 9440627132",
AP,Prakasam,K K Mitala Police Station,"08499 245033, 9440627833",
AP,Prakasam,Kandukur Police Station,"08598 223252, 9440627148",
AP,Prakasam,Kandukur Rural Police Station,"08598 223508, 9440627151",
AP,Prakasam,Chirala I Town Police Station,"08594 232333, 9440627139",
AP,Prakasam,Kandukur Town Police Station,"08598 223533, 9440627150",
AP,Prakasam,Kanigiri Police Station,"08598 223533, 9440627150",
AP,Prakasam,Karamchedu Police Station,"08598 223533, 9440627150",
AP,Prakasam,Komarole Police Station,"08405 248033, 9440627385",
AP,Prakasam,Kondepi Police Station,"08598 225033, 9440627133",
AP,Prakasam,Kothapatnam Police Station,"08592 245333, 9440627123",
AP,Prakasam,Korisipadu Police Station,9440627843,
AP,Prakasam,Kurichedu police Station,"08408 276533, 9440627842",
AP,Prakasam,L Samudram Police Station,"08599 259353, 9440627832",
AP,Prakasam,Maddipadu Police Station,"08592 244633, 9440627127",
AP,Prakasam,Markapur Rural Police Station,"08596 222333, 9440627106",
AP,Prakasam,Markapur Town Police Station,"08596 222033, 9440627105",
AP,Prakasam,Medatametla Police Station,"08593 252233, 9440627158",
AP,Prakasam,Mundlamur Police Station,"08407 257033, 9440627177",
AP,Prakasam,Nagulappalapadu Police Station,"08592 250433, 9440627128",
AP,Prakasam,Ongol I Town Police Station,"08592 232333, 9440627120",
AP,Prakasam,Ongol Ii Town Police Station,"08592 232674, 9440627121",
AP,Prakasam,Ongol Taluk Police Station,"08592 232407, 9440627122",
AP,Prakasam,P C Palli Police Station,"08490 241260, 9440627830",
AP,Prakasam,P Chetuvu Police Station,08403 252233,
AP,Prakasam,Martur Police Station,"08404 271233, 9440627145",
AP,Prakasam,Pamur Police Station,"08490 246233, 9440627179",
AP,Prakasam,Parchur Police Station,"08594 243233, 9440627144",
AP,Prakasam,Podili Police Station,"08499 242333, 9440627113",
AP,Nellore,Naidupet Police Station,"08623 248033, 9440796357",
AP,Nellore,Nellore I Town Police Station,"0861 2328410, 9440796305",
AP,Nellore,Nellore 2 Town Police Station,"0861 2328420, 9440796306",
AP,Nellore,Nellore 3 Town Police Station,"0861 2331430, 9440796307",
AP,Nellore,Nellore 4 Town Police Station,"0861 2344672, 9440796308",
AP,Nellore,Nellore 5 Town Police Station,"0861 2366058, 9440796309",
AP,Nellore,Nellore Rural Police Station,"0861 2331009, 9440796319",
AP,Nellore,Nlr 1 Town Police Station,9440700015,
AP,Nellore,Kavali I Town Police Station,"08626 243833, 9440796335",
AP,Nellore,Nlr 2 Town Police Station,9440700016,
AP,Nellore,Nlr 3 Town Police Station,9440700017,
AP,Nellore,Nlr 4 Town Police Station,9440700018,
AP,Nellore,Nlr 5 Town Police Station,9440700019,
AP,Nellore,Nlr 6 Town Police Station,9440700020,
AP,Nellore,Ozili Police Station,"08624 256733, 9440796355",
AP,Nellore,Pelakur Police Station,"08623 278533, 9440796358",
AP,Nellore,Podalakur Podalakur Police Station,"08621 225233, 9440700007",
AP,Nellore,Rapur Police Station,"08621 226133, 9440700021",
AP,Nellore,S R Puram Police Station,"08620 227933, 9440700003",
AP,Nellore,Sangam Police Station,"08622 220233, 9440796331",
AP,Nellore,Sriharikota Police Station,"08623 245060, 9440796363",
AP,Nellore,Sullurpet Police Station,"08623 242033, 9440796361",
AP,Nellore,Sydapuram Police Station,"08621 227033, 9440796345",
AP,Nellore,T P Gudur Police Station,"0861 2371133, 9440796323",
AP,Nellore,Tada Police Station,"08623 249133, 9440796362",
AP,Nellore,Udayagiri Police Station,"08620 229233, 9440700002",
AP,Nellore,V K Padu Police Station,"08620 227733, 9440700005",
AP,Nellore,Vakadu Police Station,"08624 240233, 9440796352",
AP,Nellore,Venkatagiri Police Station,"08625 257033, 9440796349",
AP,Nellore,Vidvalur Police Station,"08622 222433, 9440796326",
AP,Nellore,Vinjamur Police Station,"08629 249333, 9440796375",
AP,Srikakulam,Amadalavalasa Police Station,"08943 286333, 9440795822",
AP,Nellore,Sriharikota Police Station,"08623 245060, 9440796363",
AP,Srikakulam,Baruva Police Station,"08947 235133, 9440795841",
AP,Srikakulam,Bathili Police Station,"08946 232533, 9440900617",
AP,Srikakulam,Burja Police Station,"08941 259133, 9440795848",
AP,Srikakulam,Ci N Peta Police Station,"08942 277033, 9440795807",
AP,Nellore,Somasila Police Station,"08628 223033, 9440700013",
AP,Srikakulam,Ci Pathapatnam Police Station,"08946 255133, 9440795815",
AP,Srikakulam,Etcherla Police Station,"08942 281833, 9440795830",
AP,Srikakulam,G Sigadam Police Station,"08941 255133, 9440795851",
AP,Srikakulam,Gara Police Station,"08942 233133, 9440795821",
AP,Srikakulam,Hiramandalam Police Station,"08946 253233, 9440795856",
AP,Srikakulam,Icp Tn Police Station,"08947 231033, 9440795842",
AP,Srikakulam,J R Puram Police Station,"08942 234133, 9440795827",
AP,Srikakulam,Jalumuru Police Station,"08942 275233, 9440795824",
AP,Srikakulam,Kasibugga Police Station,"08945 241033, 9440795831",
AP,Srikakulam,Kanchili Police Station,"08947 244113, 9440795840",
AP,Srikakulam,Kaviti Police Station,"08947 236133, 9440795812",
AP,Srikakulam,Kotabommali Police Station,"08942 238633, 9440795835",
AP,Srikakulam,Donubai Police Station,094409 00619,
AP,Srikakulam,Lavuru Police Station,"08941 234933, 9440795828",
AP,Srikakulam,Mandasa Police Station,"08947 237233, 9440795839",
AP,Srikakulam,Cp Rural Police Station,"08947 231337, 9440795843",
AP,Srikakulam,Kothuru Police Station,"08946 258066, 9440900615",
AP,Srikakulam,Meliaputti Police Station,"08946 254233, 9440795847",
AP,Srikakulam,N Peta Police Station,"08942 277033, 9440795823",
AP,Srikakulam,Nandigam Police Station,"08945 248133, 9440795833",
AP,Srikakulam,Pathapatnam Police Station,"08946 255133, 9440795854",
AP,Srikakulam,R A Valasa Police Station,"08941 237533, 9440795845",
AP,Srikakulam,Rajam Police Station,"08941 251033, 9440795852",
AP,Srikakulam,Santha Kaviti Police Station,"08941 257733, 9440795849",
AP,Srikakulam,Santhabommali Police Station,"08942 288833, 9440795837",
AP,Srikakulam,Saravakota Police Station,"08946 257233, 9440795855",
AP,Srikakulam,Sarubujjili Police Station,"08943 246833, 9440795826",
AP,Srikakulam,Seethampeta Police Station,"08941 238333, 9440900618",
AP,Srikakulam,Sompeta Police Station,"08947 234433, 9440795838",
AP,Srikakulam,Srikakulam I Town Police Station,"08942 222333, 9440795818",
AP,Srikakulam,Srikakulam Ii Town Polive Station,"08942 222128, 9440795819",
AP,Srikakulam,Ponduru Police Station,"08941 242433, 9440795829",
AP,Srikakulam,Srikakulam Rural Police Station,"08942 221451, 9440795820",
AP,Srikakulam,Tekkali Police Station,"08945 244233, 9440795834",
AP,Srikakulam,Vajrapukothru Police Station,"08945 237733, 9440795832",
AP,Srikakulam,Vangara Police Station,"08941 233033, 9440795850",
AP,Srikakulam,Veetaghattam Police Station,"08941 239733, 9440795846",
AP,Srikakulam,Polaki Police Station,"08942 243233, 9440795825",
AP,Vishakhapatnam,Anakapalli Police Station,"08924 220533, 9440796085",
AP,Vishakhapatnam,Anakapalli Police Station,"08924 222133, 9440796084",
AP,Vishakhapatnam,Ananthagiri Police Station,"08936 231933, 9440904224",
AP,Vishakhapatnam,Annavaram Police Station,9440904237,
AP,Vishakhapatnam,Atchuthapuram Police Station,"08924 253605, 9440796109",
AP,Vishakhapatnam,Araku Police Station,"08936 249633, 9440904225",
AP,Vishakhapatnam,Anakapalli Police Station,9440796086,
AP,Vishakhapatnam,Butchiyaapeta Police Station,"08932 222633, 9440904211",
AP,Vishakhapatnam,Cheedikada Police Station,"08932 248533, 9440904210",
AP,Vishakhapatnam,Chinthalapalli Police Station,"08937 238233, 9440904238",
AP,Vishakhapatnam,Anandapuram Police Station,"08933 222133, 9440796083",
AP,Vishakhapatnam,Devarapalli Police Station,"08932 248333, 9440796092",
AP,Vishakhapatnam,Dumbriguda Police Station,"08936 249833, 9440904223",
AP,Vishakhapatnam,G Kveedi Police Station,08937 238883,
AP,Vishakhapatnam,Bheemili Police Station,"08933 229533, 9440796082",
AP,Vishakhapatnam,G Madugula police Station,"08935 257444, 9440904221",
AP,Vishakhapatnam,Golugonda police Station,"08932 232433, 9440904215",
AP,Vishakhapatnam,Chodavaram Police Station,"08932 245033, 9440796090",
AP,Vishakhapatnam,Hukumpeta Police Station,"08935 251266, 9440904228",
AP,Vishakhapatnam,K D Peta Police Station,"08932 280033, 9440904240",
AP,Vishakhapatnam,K Kotapadu Police Station,"08934 241008, 9440904209",
AP,Vishakhapatnam,Kasimkota Police Station,"08924 220799, 9440796088",
AP,Vishakhapatnam,Kotauratla Police Station,"08932 247233, 9440904213",
AP,Vishakhapatnam,Madhurawada Police Station,"0891 2736766, 9440904233",
AP,Vishakhapatnam,Makavarapalem Police Station,"08932 222233, 9440904216",
AP,Vishakhapatnam,Kothakota Police Station,"08933 229533, 9849900201",
AP,Vishakhapatnam,Mampa Police Station,"08937 238495, 9440904217",
AP,Vishakhapatnam,Munagapaka Police Station,"08924 257633, 9440796087",
AP,Vishakhapatnam,Munchingput Police Station,"08935 257833, 9440904229",
AP,Vishakhapatnam,Nakkapalli Police Station,"08931 227433, 9440796105",
AP,Vishakhapatnam,Koyyuru Police Station,"08937 238433, 9440904241",
AP,Vishakhapatnam,Narsipatnam Police Station,"08932 236033, 9849900196",
AP,Vishakhapatnam,Paderu police Station,"08931 250233, 9440904230",
AP,Vishakhapatnam,Paderu police Station,08931 251274,
AP,Vishakhapatnam,Padmanabham Police Station,"08933 223558, 9440904212",
AP,Vishakhapatnam,Rambilli Police Station,"08931 234233, 9440796108",
AP,Vishakhapatnam,Ravikamatham Police Station,"08934 229386, 9440904214",
AP,Vishakhapatnam,Rolugunta Police Station,"08934 229504, 9849900199",
AP,Vishakhapatnam,S Rayavaram Police Station,"08931 224433, 9440796107",
AP,Vishakhapatnam,Sabbavaram Police Station,"08924 248233, 9440796089",
AP,Vishakhapatnam,Nathavaram Police Station,"08932 287633, 9849900198",
AP,Vishakhapatnam,Sileru Police Station,"08938 233133, 9440904234",
AP,Vishakhapatnam,Sileru Police Station,08938 233455,
AP,Vishakhapatnam,V Madugula Police Station,"08933 224233, 9440796091",
AP,Vishakhapatnam,Yalamanchali Police Station,"08931 231033, 9440796103",
AP,Vishakhapatnam,Yalamanchali Police Station,"08931 231033, 9440796103",
AP,Vishakhapatnam,Narsipatnam Police Station,"08932 236053, 9849900197",
AP,Vishakhapatnam,Police 1 Town,-2564523,
AP,Vishakhapatnam,Pedurthy Police Station,891-2764233,
AP,Vishakhapatnam,Police 2 Town,891-2746866,
AP,Vishakhapatnam,Police 3 Town,891-2755517,
AP,Vishakhapatnam,Police 3 Town Crime,891-2783887,
AP,Vishakhapatnam,Crime Police Station,891-2760268,
AP,Vishakhapatnam,Police 5TH Town,891-2558241,
AP,Vishakhapatnam,Crime 4TH Town Police Station,91-2783567,
AP,Vishakhapatnam,Gopalapatanam Police Station,891-2520933,
AP,Vishakhapatnam,Chintapalli Police Station,-247170,
AP,Vishakhapatnam,Duvvada Police Station,891-2517033,
AP,Vishakhapatnam,Gajuwaka Police Station,891-2517071,
AP,Vishakhapatnam,Malkapuram Police Station,8932-222233,
AP,Vishakhapatnam,Malkapuram Police Station,91-2577392,
AP,Vishakhapatnam,MGRoad Police Station,891-2746211,
AP,Vishakhapatnam,Mampa Police Station,8932-238495,
AP,Vishakhapatnam,Payakaraopeta Police Station,(91-8854-254044,
AP,Vishakhapatnam,PedaBayulu Police Station,(91-8935-257834,
AP,Vishakhapatnam,Pedagantyada Police Station,(91-891-2769003,
AP,Vishakhapatnam,RaghavendraNagar Police Station,(91-8937-238883,
AP,Vishakhapatnam,Traffic 2 Town Police Station,(91-891-2783677,
AP,Vishakhapatnam,Steel Plant Police Station,(91-891-2587233,
AP,Vishakhapatnam,Chidipaka Police Station,8932 - 248533,
AP,Vizianagaram,Andra Police Station,08965 286833,
AP,Vishakhapatnam,Crime 2 Town Police Station,891-2783672,
AP,Vizianagaram,Badangi Police Station,08944 247733,
AP,Vizianagaram,Bhogapuram Police Station,08922 240433,
AP,Vizianagaram,Balijipeta Police Station,08944 256233,
AP,Vizianagaram,Bobbili Police Station,08944 255333,
AP,Vizianagaram,Bondapalli Police Station,08965 285333,
AP,Vizianagaram,Budarayavalasa Police Station,08952 288133,
AP,Vizianagaram,Elvinpeta Police Station,08963 223433,
AP,Vizianagaram,Burjivalasa Police Station,08965 250461,
AP,Vizianagaram,Gantyada police Station,08922 249433,
AP,Vizianagaram,Gajapathinagaram Police Station,08965 285233,
AP,Vizianagaram,Gurla Police Station,08922 247729,
AP,Vizianagaram,Jami Police Station,08966 278933,
AP,Vizianagaram,Jiyyammavalasa Police Station,08963 227533,
AP,Vizianagaram,Komarada Police Station,08963 224533,
AP,Vizianagaram,Kurupam Police Station,08963 225133,
AP,Vizianagaram,Kothavalsa Police Station,08966 273333,
AP,Vizianagaram,LKota Police Station,08966 279633,
AP,Vizianagaram,Makkuva Police Station,08964 253833,
AP,Vizianagaram,Garugubilli Police Station,08963 266833,
AP,Vizianagaram,Mondemkhal Police Station,08963 223417,
AP,Vizianagaram,Nellimatla Police Station,08922 244233,
AP,Vizianagaram,Pachipenta Police Station,08964 253633,
AP,Vizianagaram,Parvathipuram Police Station,08963 221033,
AP,Vizianagaram,Parvathipuram Police Station,08963 221034,
AP,Vizianagaram,Garividi Police Station,08952 282033,
AP,Vizianagaram,Pedamanapuram Police Station,08965 286633,
AP,Vizianagaram,Pprega Police Station,08922 258833,
AP,Vizianagaram,Seethanagaram Police Station,08944 250533,
AP,Vizianagaram,SKota Police Station,08966 275333,
AP,Vizianagaram,Therlam Police Station,08944 259333,
AP,Vizianagaram,Vallampudi Police Station,08966 278433,
AP,Vizianagaram,Vzm Police Station,08922 226233,
AP,Godavari,Achanta Police Station,"08814 236333, 9440796670",
AP,Vizianagaram,Rbpuram Police Station,08964 250033,
AP,Vizianagaram,Salur Police Station,08964 252333,
AP,Godavari,Akiveedu Police Station,"08816 252033, 9440796647",
AP,Godavari,Ananathapalli Police Station,"08818 277233, 9440796614",
AP,Godavari,Bhimavaram I Town Police Station,"08816 234333, 9440796633",
AP,Godavari,Bhimavaram Ii Town Police Station,"08816 223653, 9440796634",
AP,Godavari,Attili Police Station,"08819 255033, 9440796644",
AP,Godavari,Buttaigudem Police Station,"08821 272233, 9440796631",
AP,Godavari,Chagallu Police Station,"08813 271420, 9440796662",
AP,Godavari,Chebrole Police Station,"08818 251233, 9440796658",
AP,Godavari,Chintalapudi Police Station,"08823 222233, 9440796675",
AP,Godavari,Denduluru Police Station,"08829 255333, 9440796654",
AP,Godavari,Dhramjigudem Police Station,"08823 245433, 9440796677",
AP,Godavari,Elurru Rural Police Station,"08812 230653, 9440796636",
AP,Godavari,Ganapavaram Police Station,"08818 256233, 9440796656",
AP,Godavari,Gopalapuram Police Station,"08813 257433, 9440796665",
AP,Godavari,J R Gudem Police Station,"08821 225233, 9440796628",
AP,Godavari,Kalla Police Station,"08816 258233, 9440796649",
AP,Godavari,Jeelugumilli Police Station,"08821 283333, 9440796630",
AP,Godavari,Kovvur Police Station,"08813 231633, 9440796623",
AP,Godavari,Kovvur Town Police Station,"08813 231100, 9440796622",
AP,Godavari,Koyyalagudem Police Station,"08821 236233, 9440796666",
AP,Godavari,Lakkavaram Police Station,"08821 249233, 9440796629",
AP,Godavari,Mogltur Police Station,"08814 247433, 9440796619",
AP,Godavari,Narasapur R Police Station,"08814 274944, 9440796618",
AP,Godavari,Narasapur Town Police Station,"08814 275333, 9440796617",
AP,Godavari,Nidadavole Police Station,"08813 221033, 9440796660",
AP,Godavari,Nidamarru Police Station,"08818 245944, 9440796657",
AP,Godavari,Palakoderu Police Station,"08816 248233, 9440796650",
AP,Godavari,Devarapalli Police Station,"08813 273533, 9440796624",
AP,Godavari,Palakol Police Station,"08814 222233, 9440796669",
AP,Godavari,Palakol Town Police Station,"08814 222333, 9440796668",
AP,Godavari,Pedavegi Police Station,"08812 259433, 9440796638",
